id,log_price
14282777,4.540994922917402
17029381,5.1988918096135714
7824740,5.216703571858111
19811650,5.214813226771083
12410741,4.137472470932569
19589738,4.679095796976084
15470255,4.806793827871994
6128434,4.657427268619275
18358465,4.596732809080953
8760362,4.401911930901822
11755946,4.399106640911053
8327302,5.1418460738545395
13884363,4.438736709947144
6103273,5.163066062303114
18724232,4.56118850832509
19086978,4.627243263066837
6834210,4.295549925332615
9013556,4.3186531797085825
11759260,4.999219688915132
8382187,5.113590706848752
1840445,4.482834717681229
15202859,4.1013643330157965
18361399,5.1462054344265145
17881079,4.231739175775357
16227150,4.587431816661937
9770459,5.491957429389123
4341518,4.610765731732185
10516580,5.246459925396701
16416474,4.5914614897990305
5085892,4.902658826321113
13697587,4.538908128036779
12158766,4.360336418819216
5386312,4.872842469503627
17692345,4.295496068936791
16026765,4.727008791450023
18505615,4.45482420304263
2262885,4.4062080248612565
16674812,4.613836233515408
1628130,4.662915064451484
15379798,4.428222633646238
20173503,5.021467874106248
21173342,4.925889316195185
10019796,5.305592383010557
13116069,4.977246984285488
16245464,4.496056650833159
2298801,4.965673071298947
884803,4.50904614683402
16480090,4.5471426004622995
9855805,4.474869041951958
11407704,4.238979655759396
15572980,4.505914718425734
8457785,5.00987378053402
4115403,5.484180075824209
10138784,4.6651116589954995
16592678,4.83677025430704
7194843,5.326775727095475
20754111,4.302874818232717
19808904,4.660797124536667
16240085,4.9010749847345245
16390897,4.932882934967687
15217021,5.280820682617737
2899177,4.331847775569075
823880,5.719534898652743
17960485,4.811521853935265
37197,4.182466803735673
17843177,4.446876741828555
20872950,5.037592260163981
12028495,4.856654731686374
14824136,5.078087107913637
5084563,4.654550869460555
9168809,4.241881713308365
16490010,4.453843944822021
752084,4.37582435746423
1391683,4.507815688430123
13862932,4.483841973200024
18969917,4.837973895351572
2536255,4.527178647102202
7401453,4.317031504649884
8048838,4.6896320645092455
17094930,5.60087504625429
1213652,4.684464499389383
18650533,5.421166758397463
18428776,4.768314583229435
3497750,4.450955163516372
12784763,4.856482506656269
10166945,5.325736822566645
17024368,4.542823794767157
10550345,4.860852268149361
12135309,5.126572316536073
17845579,4.09601873037918
17887871,4.322259059969936
20310828,4.514750802977433
16367772,4.992750680847567
14007277,4.990286335365212
10187948,4.391787191761921
1979502,4.450669121923727
4025466,4.305746018924797
7010681,5.115327336733467
2210088,4.5238718484731155
16487475,4.647386632524426
7132520,4.363365236018748
6329731,4.499897462104576
16633430,4.376768248537832
1586489,3.8096779058492363
14556587,5.941550167296734
20332537,5.528216344673854
19504228,4.243651889852162
7124926,4.939078140536678
724656,5.186818714609336
17857598,5.7901105625824325
7198878,4.070900649461398
1954429,4.816376134395458
17552926,4.185381035239207
18947464,4.694597396917304
555596,4.29831420419637
8687518,4.2691523555469235
2754975,4.510613429404211
15591048,4.826171707987385
68403,4.386909377170471
16123133,4.213617143485164
16545677,5.376885130814141
9909328,4.859392169104874
9372609,4.459966374651813
15507297,4.303838714020911
3104839,5.868817437096617
5628808,5.339783343805617
10043483,4.570975657977561
13882820,4.526703397572209
5804060,4.866001270205093
13880330,4.412396443363431
16515346,5.211766489198934
9734018,4.482253055876967
13343870,4.835858677104337
10102418,4.19584816555551
20903084,4.526662272842098
17642625,5.598254435859086
12547180,4.422718425093327
15509545,4.313454079306236
253466,4.2078276825432095
13223336,3.8929464149527346
17152842,5.365745509408049
8411226,4.518679353752034
16234017,4.4059606551467745
2627940,5.268280873712957
13669161,4.927928230483134
20933293,4.879626317515034
7930895,3.9770328449189862
16812656,4.255531077503711
13031184,4.892458221999531
476919,4.893583785980523
20729133,4.192605973066599
15755492,4.8707080634103015
16707888,4.621845260611609
